ts,weg,richting,km,strook,beeld
2026-09-08T01:49+02:00,A13,L,16.7,1,speedlimit
2026-09-08T01:49+02:00,A15,L,60.62,4,lane_closed
2026-09-08T01:49+02:00,A15,y,47.092,2,speedlimit
2026-09-08T01:49+02:00,A16,R,35.325,1,lane_closed
2026-09-08T01:49+02:00,A16,L,9.75,3,lane_closed
2026-09-08T01:49+02:00,A15,h,60.62,1,lane_closed
2026-09-08T01:49+02:00,A16,L,7.15,1,lane_closed
2026-09-08T01:49+02:00,A16,R,28.78,5,speedlimit
2026-09-08T01:49+02:00,A16,R,33.848,1,lane_closed
2026-09-08T01:49+02:00,A16,R,30.05,1,lane_closed
2026-09-08T01:49+02:00,A16,n,34.44,2,speedlimit
2026-09-08T01:49+02:00,A20,L,30.196,2,speedlimit
2026-09-08T01:49+02:00,A16,R,10.5,4,speedlimit
2026-09-08T01:49+02:00,A16,R,32.22,3,speedlimit
2026-09-08T01:49+02:00,A13,R,16.655,1,speedlimit
2026-09-08T01:49+02:00,A15,L,61.39,1,speedlimit
2026-09-08T01:49+02:00,A13,R,17.1,2,speedlimit
2026-09-08T01:49+02:00,A16,R,35.325,2,lane_closed
2026-09-08T01:49+02:00,A16,R,34.304,2,lane_closed
2026-09-08T01:49+02:00,A16,R,34.44,1,lane_closed
2026-09-08T01:49+02:00,A16,n,33.784,1,speedlimit
2026-09-08T01:49+02:00,A16,L,13.47,2,speedlimit
2026-09-08T01:49+02:00,A16,L,7.9,3,lane_closed
2026-09-08T01:49+02:00,A4,L,42.19,4,lane_closed
2026-09-08T01:49+02:00,A15,n,61.78,3,speedlimit
2026-09-08T01:49+02:00,A16,n,34.6,2,speedlimit
2026-09-08T01:49+02:00,A16,L,50.38,1,speedlimit
2026-09-08T01:49+02:00,A16,R,7.15,3,speedlimit
2026-09-08T01:49+02:00,A16,R,34.618,2,lane_closed
2026-09-08T01:49+02:00,A16,L,9.35,2,lane_closed
2026-09-08T01:49+02:00,A4,L,43.18,2,speedlimit
2026-09-08T01:49+02:00,A15,L,62.768,3,speedlimit
2026-09-08T01:49+02:00,A15,h,61.01,1,lane_closed
2026-09-08T01:49+02:00,A16,R,34.178,1,lane_closed
2026-09-08T01:49+02:00,A13,L,15.035,3,speedlimit
2026-09-08T01:49+02:00,A15,y,62.635,3,speedlimit
2026-09-08T01:49+02:00,A13,R,18.5,1,speedlimit
2026-09-08T01:49+02:00,A16,R,9.95,1,lane_closed
2026-09-08T01:49+02:00,A20,L,29.5,2,speedlimit
2026-09-08T01:49+02:00,A13,R,18.5,4,speedlimit
2026-09-08T01:49+02:00,A16,L,48.875,2,speedlimit
2026-09-08T01:49+02:00,A13,R,18.2,3,speedlimit
2026-09-08T01:49+02:00,A16,R,10.5,3,speedlimit
2026-09-08T01:49+02:00,A15,h,60.62,2,speedlimit
2026-09-08T01:49+02:00,A20,R,28.1,1,speedlimit
2026-09-08T01:49+02:00,A20,R,30.196,3,speedlimit
2026-09-08T01:49+02:00,A16,L,12.49,2,speedlimit
2026-09-08T01:49+02:00,A16,n,33.904,2,speedlimit
2026-09-08T01:49+02:00,A20,L,36.94,1,lane_closed
2026-09-08T01:49+02:00,A4,R,2.367,4,lane_closed
2026-09-08T01:49+02:00,A16,L,12.35,1,speedlimit
2026-09-08T01:49+02:00,A13,R,13.235,1,lane_closed_ahead
2026-09-08T01:49+02:00,A16,L,46.935,2,speedlimit
2026-09-08T01:49+02:00,A16,L,10.09,2,lane_closed
2026-09-08T01:49+02:00,A15,n,95.855,3,speedlimit
2026-09-08T01:49+02:00,A13,R,17.8,2,speedlimit
2026-09-08T01:49+02:00,A15,L,62.43,4,lane_closed
2026-09-08T01:49+02:00,A20,s,29.6,2,speedlimit
2026-09-08T01:49+02:00,A16,L,14.17,2,speedlimit
2026-09-08T01:49+02:00,A15,L,65.25,2,speedlimit
2026-09-08T01:49+02:00,A16,L,13.19,2,speedlimit
2026-09-08T01:49+02:00,A15,L,65.685,3,speedlimit
2026-09-08T01:49+02:00,A16,R,34.618,1,lane_closed
2026-09-08T01:49+02:00,A16,R,33.135,4,speedlimit
2026-09-08T01:49+02:00,A15,y,47.43,2,speedlimit
2026-09-08T01:49+02:00,A13,L,15.035,1,lane_closed
2026-09-08T01:49+02:00,A15,x,46.135,3,speedlimit
2026-09-08T01:49+02:00,A15,y,63.3,1,speedlimit
2026-09-08T01:49+02:00,A20,R,26.93,4,speedlimit
2026-09-08T01:49+02:00,A20,R,28.57,3,speedlimit
2026-09-08T01:49+02:00,A4,g,46.485,2,speedlimit
2026-09-08T01:49+02:00,A13,R,14.38,3,speedlimit
