ts,weg,richting,km,strook,beeld
2026-09-07T01:49+02:00,A15,R,47.07,3,speedlimit
2026-09-07T01:49+02:00,A15,R,49.0,1,lane_closed
2026-09-07T01:49+02:00,A13,L,16.7,1,speedlimit
2026-09-07T01:49+02:00,A15,R,46.769,1,speedlimit
2026-09-07T01:49+02:00,A4,R,50.898,4,speedlimit
2026-09-07T01:49+02:00,A15,R,59.2,2,lane_closed
2026-09-07T01:49+02:00,A16,n,34.44,2,speedlimit
2026-09-07T01:49+02:00,A15,R,45.92,4,speedlimit
2026-09-07T01:49+02:00,A20,L,30.196,2,speedlimit
2026-09-07T01:49+02:00,A15,R,77.003,3,speedlimit
2026-09-07T01:49+02:00,A15,R,45.92,2,speedlimit
2026-09-07T01:49+02:00,A15,R,52.92,1,lane_closed
2026-09-07T01:49+02:00,A13,R,16.655,1,speedlimit
2026-09-07T01:49+02:00,A4,R,49.84,2,speedlimit
2026-09-07T01:49+02:00,A13,R,17.1,2,speedlimit
2026-09-07T01:49+02:00,A15,R,54.04,1,lane_closed
2026-09-07T01:49+02:00,A16,n,33.784,1,speedlimit
2026-09-07T01:49+02:00,A16,n,34.6,2,speedlimit
2026-09-07T01:49+02:00,A15,R,58.05,4,lane_closed
2026-09-07T01:49+02:00,A15,R,53.47,3,lane_closed
2026-09-07T01:49+02:00,A15,R,55.59,2,lane_closed
2026-09-07T01:49+02:00,A15,R,51.28,1,lane_closed
2026-09-07T01:49+02:00,A4,R,50.898,3,lane_closed
2026-09-07T01:49+02:00,A15,R,48.69,1,lane_closed
2026-09-07T01:49+02:00,A15,R,55.59,1,lane_closed
2026-09-07T01:49+02:00,A15,R,77.003,1,speedlimit
2026-09-07T01:49+02:00,A15,R,47.775,1,lane_closed
2026-09-07T01:49+02:00,A13,R,18.5,1,speedlimit
2026-09-07T01:49+02:00,A20,L,29.5,2,speedlimit
2026-09-07T01:49+02:00,A15,R,50.87,1,lane_closed
2026-09-07T01:49+02:00,A13,R,18.5,4,speedlimit
2026-09-07T01:49+02:00,A13,R,18.2,3,speedlimit
2026-09-07T01:49+02:00,A4,R,50.433,2,speedlimit
2026-09-07T01:49+02:00,A15,R,49.0,3,lane_closed
2026-09-07T01:49+02:00,A20,R,28.1,1,speedlimit
2026-09-07T01:49+02:00,A20,R,30.196,3,speedlimit
2026-09-07T01:49+02:00,A15,R,47.775,5,speedlimit
2026-09-07T01:49+02:00,A15,R,46.468,1,speedlimit
2026-09-07T01:49+02:00,A15,R,51.88,3,lane_closed
2026-09-07T01:49+02:00,A15,p,50.4,1,lane_closed
2026-09-07T01:49+02:00,A16,n,33.904,2,speedlimit
2026-09-07T01:49+02:00,A20,L,36.94,1,lane_closed
2026-09-07T01:49+02:00,A4,R,2.367,4,lane_closed
2026-09-07T01:49+02:00,A15,R,58.05,1,lane_closed
2026-09-07T01:49+02:00,A15,R,58.46,2,lane_closed
2026-09-07T01:49+02:00,A15,R,46.17,3,speedlimit
2026-09-07T01:49+02:00,A15,R,56.6,3,lane_closed
2026-09-07T01:49+02:00,A15,n,95.855,3,speedlimit
2026-09-07T01:49+02:00,A4,R,76.9,1,lane_closed
2026-09-07T01:49+02:00,A13,R,17.8,2,speedlimit
2026-09-07T01:49+02:00,A15,x,56.25,1,lane_closed
2026-09-07T01:49+02:00,A20,s,29.6,2,speedlimit
2026-09-07T01:49+02:00,A15,L,65.25,2,speedlimit
2026-09-07T01:49+02:00,A15,L,65.685,3,speedlimit
2026-09-07T01:49+02:00,A15,R,52.32,3,lane_closed
2026-09-07T01:49+02:00,A15,n,96.82,1,speedlimit
2026-09-07T01:49+02:00,A15,m,95.76,2,speedlimit
2026-09-07T01:49+02:00,A15,R,58.05,2,lane_closed
2026-09-07T01:49+02:00,A4,R,74.737,1,lane_closed_ahead
2026-09-07T01:49+02:00,A20,R,26.93,4,speedlimit
2026-09-07T01:49+02:00,A20,R,28.57,3,speedlimit
2026-09-07T01:49+02:00,A16,L,43.69,1,speedlimit
2026-09-07T01:49+02:00,A4,L,2.447,4,lane_closed
2026-09-07T01:49+02:00,A13,L,18.8,2,speedlimit
2026-09-07T01:49+02:00,A15,R,50.31,1,lane_closed
2026-09-07T01:49+02:00,A20,R,27.235,1,speedlimit
