from_zone,to_zone,from_naam,to_naam,freeflow_s,meters
Z19,Z04,Heijplaat,Bergpolder,1093,18654
Z19,Z05,Heijplaat,Beverwaard,988,16107
Z19,Z06,Heijplaat,Blijdorp,1102,11246
Z19,Z07,Heijplaat,Blijdorpsepolder,1113,17436
Z19,Z08,Heijplaat,Bloemhof,876,8366
Z19,Z09,Heijplaat,Bospolder,1103,10614
Z19,Z10,Heijplaat,Carnisse,681,6200
Z19,Z11,Heijplaat,Charlois Zuidrand,604,5418
Z19,Z12,Heijplaat,Cool,975,9783
Z19,Z13,Heijplaat,Cs Kwartier,1031,10233
Z19,Z14,Heijplaat,De Esch,1206,20745
Z19,Z15,Heijplaat,Delfshaven,950,9340
Z19,Z16,Heijplaat,Dijkzigt,899,9104
Z19,Z17,Heijplaat,Feijenoord,1060,10386
Z19,Z18,Heijplaat,Groot IJsselmonde,1038,14817
Z19,Z19,Heijplaat,Heijplaat,45,0
Z19,Z20,Heijplaat,Het Lage Land,1314,23413
Z19,Z21,Heijplaat,Hillegersberg Noord,1396,22561
Z19,Z22,Heijplaat,Hillegersberg Zuid,1195,19879
Z19,Z23,Heijplaat,Hillesluis,910,9023
Z19,Z24,Heijplaat,Hoogvliet Noord,644,8064
Z19,Z25,Heijplaat,Hoogvliet Zuid,926,11409
Z19,Z26,Heijplaat,Katendrecht,984,9264
Z19,Z27,Heijplaat,Kleinpolder,1026,17500
Z19,Z28,Heijplaat,Kop van Zuid,949,9309
Z19,Z29,Heijplaat,Kop van Zuid - Entrepot,974,9203
Z19,Z30,Heijplaat,Kralingen Oost,1267,21048
Z19,Z31,Heijplaat,Kralingen West,1276,12360
Z19,Z32,Heijplaat,Kralingse Bos,1488,23020
Z19,Z33,Heijplaat,Kralingseveer,1220,20816
Z19,Z34,Heijplaat,Liskwartier,1198,19532
Z19,Z35,Heijplaat,Lombardijen,770,11448
Z19,Z36,Heijplaat,Middelland,944,9449
Z19,Z37,Heijplaat,Molenlaankwartier,1501,23583
Z19,Z38,Heijplaat,Nesselande,1789,29600
Z19,Z39,Heijplaat,Nieuw Crooswijk,1258,21181
Z19,Z40,Heijplaat,Nieuwe Werk,1006,9702
Z19,Z41,Heijplaat,Nieuwe Westen,1073,10148
Z19,Z42,Heijplaat,Noord Kethel,1150,16200
Z19,Z43,Heijplaat,Noordereiland,1072,10428
Z19,Z44,Heijplaat,Ommoord,1511,25408
Z19,Z45,Heijplaat,Oosterflank,1479,26201
Z19,Z46,Heijplaat,Oud Charlois,634,5983
Z19,Z47,Heijplaat,Oud Crooswijk,1254,12677
Z19,Z48,Heijplaat,Oud IJsselmonde,1068,18189
Z19,Z49,Heijplaat,Oud Mathenesse,958,16108
Z19,Z50,Heijplaat,Oude Noorden,1246,12267
Z19,Z51,Heijplaat,Oude Westen,976,9515
Z19,Z52,Heijplaat,Overschie,1185,17191
Z19,Z53,Heijplaat,Pendrecht,513,4780
Z19,Z54,Heijplaat,Prinsenland,1391,21997
Z19,Z55,Heijplaat,Provenierswijk,1144,11230
Z19,Z56,Heijplaat,Rubroek,1176,11876
Z19,Z57,Heijplaat,Schiebroek,1443,22655
Z19,Z58,Heijplaat,Schiemond,1027,9918
Z19,Z59,Heijplaat,Schieveen,1331,22093
Z19,Z60,Heijplaat,Spangen,1047,16754
Z19,Z61,Heijplaat,Stadsdriehoek,1046,10470
Z19,Z62,Heijplaat,Struisenburg,1135,11409
Z19,Z63,Heijplaat,Tarwewijk,740,6991
Z19,Z64,Heijplaat,Terbregge,1379,24228
Z19,Z65,Heijplaat,Tussendijken,1093,17254
Z19,Z66,Heijplaat,Vreewijk,801,7800
Z19,Z67,Heijplaat,Wielewaal,725,6380
Z19,Z68,Heijplaat,Zestienhoven,1307,21347
Z19,Z69,Heijplaat,Zevenkamp,1491,26617
Z19,Z70,Heijplaat,Zuiderpark,630,6016
Z19,Z71,Heijplaat,Zuidplein,778,7382
Z19,Z72,Heijplaat,Zuidwijk,636,6187
Z20,Z00,Het Lage Land,'s-Gravenland,517,5075
Z20,Z01,Het Lage Land,Afrikaanderwijk,838,11296
Z20,Z02,Het Lage Land,Agniesebuurt,696,6501
Z20,Z03,Het Lage Land,Bedrijvenpark Noord-West,820,12914
Z20,Z04,Het Lage Land,Bergpolder,696,7690
Z20,Z05,Het Lage Land,Beverwaard,852,11519
Z20,Z06,Het Lage Land,Blijdorp,768,7757
Z20,Z07,Het Lage Land,Blijdorpsepolder,937,10124
Z20,Z08,Het Lage Land,Bloemhof,885,11414
Z20,Z09,Het Lage Land,Bospolder,1123,10451
Z20,Z10,Het Lage Land,Carnisse,1012,12809
Z20,Z11,Het Lage Land,Charlois Zuidrand,1195,20975
Z20,Z12,Het Lage Land,Cool,790,7399
Z20,Z13,Het Lage Land,Cs Kwartier,905,8552
Z20,Z14,Het Lage Land,De Esch,504,6409
Z20,Z15,Het Lage Land,Delfshaven,980,9417
Z20,Z16,Het Lage Land,Dijkzigt,837,8068
Z20,Z17,Het Lage Land,Feijenoord,893,11714
Z20,Z18,Het Lage Land,Groot IJsselmonde,756,10492
Z20,Z19,Het Lage Land,Heijplaat,1381,23462
Z20,Z20,Het Lage Land,Het Lage Land,106,0
Z20,Z21,Het Lage Land,Hillegersberg Noord,622,5778
Z20,Z22,Het Lage Land,Hillegersberg Zuid,692,7082
Z20,Z23,Het Lage Land,Hillesluis,804,10903
Z20,Z24,Het Lage Land,Hoogvliet Noord,1416,25971
Z20,Z25,Het Lage Land,Hoogvliet Zuid,1566,26249
Z20,Z26,Het Lage Land,Katendrecht,1038,12656
Z20,Z27,Het Lage Land,Kleinpolder,800,9540
Z20,Z28,Het Lage Land,Kop van Zuid,871,10581
Z20,Z29,Het Lage Land,Kop van Zuid - Entrepot,862,11567
Z20,Z30,Het Lage Land,Kralingen Oost,478,5290
Z20,Z31,Het Lage Land,Kralingen West,578,5648
Z20,Z32,Het Lage Land,Kralingse Bos,602,5169
Z20,Z33,Het Lage Land,Kralingseveer,534,5527
Z20,Z34,Het Lage Land,Liskwartier,655,6359
Z20,Z35,Het Lage Land,Lombardijen,893,11738
Z20,Z36,Het Lage Land,Middelland,928,8738
Z20,Z37,Het Lage Land,Molenlaankwartier,497,4456
Z20,Z38,Het Lage Land,Nesselande,759,7102
Z20,Z39,Het Lage Land,Nieuw Crooswijk,533,4570
Z20,Z40,Het Lage Land,Nieuwe Werk,925,10734
Z20,Z41,Het Lage Land,Nieuwe Westen,1020,9426
Z20,Z42,Het Lage Land,Noord Kethel,1272,15879
Z20,Z43,Het Lage Land,Noordereiland,849,10240
Z20,Z44,Het Lage Land,Ommoord,429,3569
Z20,Z45,Het Lage Land,Oosterflank,346,2422
Z20,Z46,Het Lage Land,Oud Charlois,1074,13729
Z20,Z47,Het Lage Land,Oud Crooswijk,476,4709
Z20,Z48,Het Lage Land,Oud IJsselmonde,590,8773
Z20,Z49,Het Lage Land,Oud Mathenesse,972,12070
Z20,Z50,Het Lage Land,Oude Noorden,609,5951
Z20,Z51,Het Lage Land,Oude Westen,923,8529
Z20,Z52,Het Lage Land,Overschie,787,12669
Z20,Z53,Het Lage Land,Pendrecht,1177,14774
Z20,Z54,Het Lage Land,Prinsenland,418,2620
Z20,Z55,Het Lage Land,Provenierswijk,740,7241
Z20,Z56,Het Lage Land,Rubroek,581,5563
Z20,Z57,Het Lage Land,Schiebroek,704,8894
Z20,Z58,Het Lage Land,Schiemond,1076,12424
Z20,Z59,Het Lage Land,Schieveen,800,12570
Z20,Z60,Het Lage Land,Spangen,1054,12581
Z20,Z61,Het Lage Land,Stadsdriehoek,687,8661
Z20,Z62,Het Lage Land,Struisenburg,589,7662
Z20,Z63,Het Lage Land,Tarwewijk,983,12735
Z20,Z64,Het Lage Land,Terbregge,366,2963
Z20,Z65,Het Lage Land,Tussendijken,1104,13204
Z20,Z66,Het Lage Land,Vreewijk,875,11352
Z20,Z67,Het Lage Land,Wielewaal,1305,15517
Z20,Z68,Het Lage Land,Zestienhoven,773,11579
Z20,Z69,Het Lage Land,Zevenkamp,520,4419
Z20,Z70,Het Lage Land,Zuiderpark,1032,12971
Z20,Z71,Het Lage Land,Zuidplein,985,12386
Z20,Z72,Het Lage Land,Zuidwijk,1054,13145
Z21,Z00,Hillegersberg Noord,'s-Gravenland,789,8957
Z21,Z01,Hillegersberg Noord,Afrikaanderwijk,922,8762
Z21,Z02,Hillegersberg Noord,Agniesebuurt,459,4054
Z21,Z03,Hillegersberg Noord,Bedrijvenpark Noord-West,716,9410
Z21,Z04,Hillegersberg Noord,Bergpolder,390,3900
Z21,Z05,Hillegersberg Noord,Beverwaard,1096,14538
Z21,Z06,Hillegersberg Noord,Blijdorp,469,4633
Z21,Z07,Hillegersberg Noord,Blijdorpsepolder,665,6018
Z21,Z08,Hillegersberg Noord,Bloemhof,1021,9590
Z21,Z09,Hillegersberg Noord,Bospolder,866,8689
Z21,Z10,Hillegersberg Noord,Carnisse,1004,9533
Z21,Z11,Hillegersberg Noord,Charlois Zuidrand,1259,12235
Z21,Z12,Hillegersberg Noord,Cool,685,6558
Z21,Z13,Hillegersberg Noord,Cs Kwartier,593,5475
Z21,Z14,Hillegersberg Noord,De Esch,729,9511
Z21,Z15,Hillegersberg Noord,Delfshaven,744,7265
Z21,Z16,Hillegersberg Noord,Dijkzigt,715,6735
Z21,Z17,Hillegersberg Noord,Feijenoord,907,8210
Z21,Z18,Hillegersberg Noord,Groot IJsselmonde,1006,13483
Z21,Z19,Hillegersberg Noord,Heijplaat,1484,14817
Z21,Z20,Hillegersberg Noord,Het Lage Land,589,5627
Z21,Z21,Hillegersberg Noord,Hillegersberg Noord,126,0
Z21,Z22,Hillegersberg Noord,Hillegersberg Zuid,238,2352
Z21,Z23,Hillegersberg Noord,Hillesluis,971,9350
Z21,Z24,Hillegersberg Noord,Hoogvliet Noord,1244,19514
Z21,Z25,Hillegersberg Noord,Hoogvliet Zuid,1520,22776
Z21,Z26,Hillegersberg Noord,Katendrecht,1004,9414
Z21,Z27,Hillegersberg Noord,Kleinpolder,536,6106
Z21,Z28,Hillegersberg Noord,Kop van Zuid,809,7779
Z21,Z29,Hillegersberg Noord,Kop van Zuid - Entrepot,828,7903
Z21,Z30,Hillegersberg Noord,Kralingen Oost,672,7054
Z21,Z31,Hillegersberg Noord,Kralingen West,585,5554
Z21,Z32,Hillegersberg Noord,Kralingse Bos,738,5864
Z21,Z33,Hillegersberg Noord,Kralingseveer,783,10214
Z21,Z34,Hillegersberg Noord,Liskwartier,348,3226
Z21,Z35,Hillegersberg Noord,Lombardijen,1093,14525
Z21,Z36,Hillegersberg Noord,Middelland,649,6058
Z21,Z37,Hillegersberg Noord,Molenlaankwartier,204,1610
Z21,Z38,Hillegersberg Noord,Nesselande,1009,13148
Z21,Z39,Hillegersberg Noord,Nieuw Crooswijk,429,3503
Z21,Z40,Hillegersberg Noord,Nieuwe Werk,872,7931
Z21,Z41,Hillegersberg Noord,Nieuwe Westen,735,6408
Z21,Z42,Hillegersberg Noord,Noord Kethel,1016,12450
Z21,Z43,Hillegersberg Noord,Noordereiland,752,7174
Z21,Z44,Hillegersberg Noord,Ommoord,555,5352
Z21,Z45,Hillegersberg Noord,Oosterflank,736,10050
Z21,Z46,Hillegersberg Noord,Oud Charlois,951,9141
Z21,Z47,Hillegersberg Noord,Oud Crooswijk,441,4271
Z21,Z48,Hillegersberg Noord,Oud IJsselmonde,816,11572
Z21,Z49,Hillegersberg Noord,Oud Mathenesse,717,8728
Z21,Z50,Hillegersberg Noord,Oude Noorden,374,3358
Z21,Z51,Hillegersberg Noord,Oude Westen,649,6191
Z21,Z52,Hillegersberg Noord,Overschie,627,6244
Z21,Z53,Hillegersberg Noord,Pendrecht,1135,11297
Z21,Z54,Hillegersberg Noord,Prinsenland,782,7413
Z21,Z55,Hillegersberg Noord,Provenierswijk,461,4164
Z21,Z56,Hillegersberg Noord,Rubroek,532,4828
Z21,Z57,Hillegersberg Noord,Schiebroek,221,1750
Z21,Z58,Hillegersberg Noord,Schiemond,878,8269
Z21,Z59,Hillegersberg Noord,Schieveen,681,9177
Z21,Z60,Hillegersberg Noord,Spangen,799,9100
Z21,Z61,Hillegersberg Noord,Stadsdriehoek,678,6276
Z21,Z62,Hillegersberg Noord,Struisenburg,697,6513
Z21,Z63,Hillegersberg Noord,Tarwewijk,965,9392
Z21,Z64,Hillegersberg Noord,Terbregge,326,3140
Z21,Z65,Hillegersberg Noord,Tussendijken,848,7042
Z21,Z66,Hillegersberg Noord,Vreewijk,1077,14048
Z21,Z67,Hillegersberg Noord,Wielewaal,1182,10928
Z21,Z68,Hillegersberg Noord,Zestienhoven,530,5074
Z21,Z69,Hillegersberg Noord,Zevenkamp,750,10327
Z21,Z70,Hillegersberg Noord,Zuiderpark,1144,11514
Z21,Z71,Hillegersberg Noord,Zuidplein,1010,9821
Z21,Z72,Hillegersberg Noord,Zuidwijk,1232,12360
Z22,Z00,Hillegersberg Zuid,'s-Gravenland,808,10616
Z22,Z01,Hillegersberg Zuid,Afrikaanderwijk,803,7728
Z22,Z02,Hillegersberg Zuid,Agniesebuurt,315,2471
Z22,Z03,Hillegersberg Zuid,Bedrijvenpark Noord-West,588,7594
Z22,Z04,Hillegersberg Zuid,Bergpolder,194,1841
Z22,Z05,Hillegersberg Zuid,Beverwaard,1086,16552
Z22,Z06,Hillegersberg Zuid,Blijdorp,279,2619
Z22,Z07,Hillegersberg Zuid,Blijdorpsepolder,477,3942
Z22,Z08,Hillegersberg Zuid,Bloemhof,902,8460
Z22,Z09,Hillegersberg Zuid,Bospolder,678,6650
Z22,Z10,Hillegersberg Zuid,Carnisse,816,8076
Z22,Z11,Hillegersberg Zuid,Charlois Zuidrand,1078,10741
Z22,Z12,Hillegersberg Zuid,Cool,554,5386
Z22,Z13,Hillegersberg Zuid,Cs Kwartier,426,3986
Z22,Z14,Hillegersberg Zuid,De Esch,737,11745
Z22,Z15,Hillegersberg Zuid,Delfshaven,584,5784
Z22,Z16,Hillegersberg Zuid,Dijkzigt,527,5254
Z22,Z17,Hillegersberg Zuid,Feijenoord,787,7226
Z22,Z18,Hillegersberg Zuid,Groot IJsselmonde,1019,15586
Z22,Z19,Hillegersberg Zuid,Heijplaat,1335,13336
Z22,Z20,Hillegersberg Zuid,Het Lage Land,669,7094
Z22,Z21,Hillegersberg Zuid,Hillegersberg Noord,243,2334
Z22,Z22,Hillegersberg Zuid,Hillegersberg Zuid,81,0
Z22,Z23,Hillegersberg Zuid,Hillesluis,852,8308
Z22,Z24,Hillegersberg Zuid,Hoogvliet Noord,1064,17424
Z22,Z25,Hillegersberg Zuid,Hoogvliet Zuid,1349,20818
Z22,Z26,Hillegersberg Zuid,Katendrecht,892,8403
Z22,Z27,Hillegersberg Zuid,Kleinpolder,363,4207
Z22,Z28,Hillegersberg Zuid,Kop van Zuid,690,6665
Z22,Z29,Hillegersberg Zuid,Kop van Zuid - Entrepot,709,6919
Z22,Z30,Hillegersberg Zuid,Kralingen Oost,584,5940
Z22,Z31,Hillegersberg Zuid,Kralingen West,456,4502
Z22,Z32,Hillegersberg Zuid,Kralingse Bos,619,5348
Z22,Z33,Hillegersberg Zuid,Kralingseveer,810,12484
Z22,Z34,Hillegersberg Zuid,Liskwartier,184,1524
Z22,Z35,Hillegersberg Zuid,Lombardijen,1082,11311
Z22,Z36,Hillegersberg Zuid,Middelland,484,4577
Z22,Z37,Hillegersberg Zuid,Molenlaankwartier,374,3520
Z22,Z38,Hillegersberg Zuid,Nesselande,1032,13774
Z22,Z39,Hillegersberg Zuid,Nieuw Crooswijk,311,2806
Z22,Z40,Hillegersberg Zuid,Nieuwe Werk,692,6620
Z22,Z41,Hillegersberg Zuid,Nieuwe Westen,551,4946
Z22,Z42,Hillegersberg Zuid,Noord Kethel,836,10478
Z22,Z43,Hillegersberg Zuid,Noordereiland,621,6009
Z22,Z44,Hillegersberg Zuid,Ommoord,722,7046
Z22,Z45,Hillegersberg Zuid,Oosterflank,735,10503
Z22,Z46,Hillegersberg Zuid,Oud Charlois,765,7711
Z22,Z47,Hillegersberg Zuid,Oud Crooswijk,314,3205
Z22,Z48,Hillegersberg Zuid,Oud IJsselmonde,823,13838
Z22,Z49,Hillegersberg Zuid,Oud Mathenesse,524,6638
Z22,Z50,Hillegersberg Zuid,Oude Noorden,258,2292
Z22,Z51,Hillegersberg Zuid,Oude Westen,513,4711
Z22,Z52,Hillegersberg Zuid,Overschie,470,4759
Z22,Z53,Hillegersberg Zuid,Pendrecht,953,9748
Z22,Z54,Hillegersberg Zuid,Prinsenland,793,10993
Z22,Z55,Hillegersberg Zuid,Provenierswijk,316,2648
Z22,Z56,Hillegersberg Zuid,Rubroek,403,3779
Z22,Z57,Hillegersberg Zuid,Schiebroek,314,3041
Z22,Z58,Hillegersberg Zuid,Schiemond,703,6788
Z22,Z59,Hillegersberg Zuid,Schieveen,577,7453
Z22,Z60,Hillegersberg Zuid,Spangen,618,7187
Z22,Z61,Hillegersberg Zuid,Stadsdriehoek,558,5320
Z22,Z62,Hillegersberg Zuid,Struisenburg,578,5420
Z22,Z63,Hillegersberg Zuid,Tarwewijk,797,7911
Z22,Z64,Hillegersberg Zuid,Terbregge,478,4787
Z22,Z65,Hillegersberg Zuid,Tussendijken,664,6146
Z22,Z66,Hillegersberg Zuid,Vreewijk,985,9988
Z22,Z67,Hillegersberg Zuid,Wielewaal,994,9448
Z22,Z68,Hillegersberg Zuid,Zestienhoven,371,3611
Z22,Z69,Hillegersberg Zuid,Zevenkamp,740,10792
Z22,Z70,Hillegersberg Zuid,Zuiderpark,998,10222
Z22,Z71,Hillegersberg Zuid,Zuidplein,823,8348
Z22,Z72,Hillegersberg Zuid,Zuidwijk,1054,10879
Z23,Z00,Hillesluis,'s-Gravenland,809,9351
Z23,Z01,Hillesluis,Afrikaanderwijk,225,1485
Z23,Z02,Hillesluis,Agniesebuurt,665,5372
Z23,Z03,Hillesluis,Bedrijvenpark Noord-West,1140,11951
Z23,Z04,Hillesluis,Bergpolder,758,6548
Z23,Z05,Hillesluis,Beverwaard,610,5966
Z23,Z06,Hillesluis,Blijdorp,748,6484
Z23,Z07,Hillesluis,Blijdorpsepolder,995,8594
Z23,Z08,Hillesluis,Bloemhof,176,1062
Z23,Z09,Hillesluis,Bospolder,785,6825
Z23,Z10,Hillesluis,Carnisse,379,2844
Z23,Z11,Hillesluis,Charlois Zuidrand,689,5855
Z23,Z12,Hillesluis,Cool,499,4166
Z23,Z13,Hillesluis,Cs Kwartier,715,5994
Z23,Z14,Hillesluis,De Esch,631,7494
Z23,Z15,Hillesluis,Delfshaven,627,5548
Z23,Z16,Hillesluis,Dijkzigt,566,5066
Z23,Z17,Hillesluis,Feijenoord,335,2457
Z23,Z18,Hillesluis,Groot IJsselmonde,516,4616
Z23,Z19,Hillesluis,Heijplaat,948,8982
Z23,Z20,Hillesluis,Het Lage Land,788,10949
Z23,Z21,Hillesluis,Hillegersberg Noord,1024,9403
Z23,Z22,Hillesluis,Hillegersberg Zuid,864,7774
Z23,Z23,Hillesluis,Hillesluis,68,0
Z23,Z24,Hillesluis,Hoogvliet Noord,1039,14817
Z23,Z25,Hillesluis,Hoogvliet Zuid,1184,15262
Z23,Z26,Hillesluis,Katendrecht,387,2533
Z23,Z27,Hillesluis,Kleinpolder,912,8530
Z23,Z28,Hillesluis,Kop van Zuid,327,2589
Z23,Z29,Hillesluis,Kop van Zuid - Entrepot,298,2240
Z23,Z30,Hillesluis,Kralingen Oost,672,8166
Z23,Z31,Hillesluis,Kralingen West,682,6088
Z23,Z32,Hillesluis,Kralingse Bos,918,8404
Z23,Z33,Hillesluis,Kralingseveer,629,7600
Z23,Z34,Hillesluis,Liskwartier,790,6679
Z23,Z35,Hillesluis,Lombardijen,353,2923
Z23,Z36,Hillesluis,Middelland,636,5693
Z23,Z37,Hillesluis,Molenlaankwartier,985,13204
Z23,Z38,Hillesluis,Nesselande,1243,17127
Z23,Z39,Hillesluis,Nieuw Crooswijk,855,7485
Z23,Z40,Hillesluis,Nieuwe Werk,560,4477
Z23,Z41,Hillesluis,Nieuwe Westen,754,6393
Z23,Z42,Hillesluis,Noord Kethel,1410,15377
Z23,Z43,Hillesluis,Noordereiland,418,3516
Z23,Z44,Hillesluis,Ommoord,976,12944
Z23,Z45,Hillesluis,Oosterflank,948,13737
Z23,Z46,Hillesluis,Oud Charlois,402,3456
Z23,Z47,Hillesluis,Oud Crooswijk,723,6347
Z23,Z48,Hillesluis,Oud IJsselmonde,342,3279
Z23,Z49,Hillesluis,Oud Mathenesse,910,8446
Z23,Z50,Hillesluis,Oude Noorden,732,6682
Z23,Z51,Hillesluis,Oude Westen,636,5437
Z23,Z52,Hillesluis,Overschie,1093,9811
Z23,Z53,Hillesluis,Pendrecht,538,4724
Z23,Z54,Hillesluis,Prinsenland,814,8915
Z23,Z55,Hillesluis,Provenierswijk,744,5956
Z23,Z56,Hillesluis,Rubroek,634,5527
Z23,Z57,Hillesluis,Schiebroek,1099,10780
Z23,Z58,Hillesluis,Schiemond,711,6100
Z23,Z59,Hillesluis,Schieveen,1186,13105
Z23,Z60,Hillesluis,Spangen,880,7630
Z23,Z61,Hillesluis,Stadsdriehoek,509,4314
Z23,Z62,Hillesluis,Struisenburg,595,5149
Z23,Z63,Hillesluis,Tarwewijk,328,2408
Z23,Z64,Hillesluis,Terbregge,851,11669
Z23,Z65,Hillesluis,Tussendijken,823,7030
Z23,Z66,Hillesluis,Vreewijk,239,1456
Z23,Z67,Hillesluis,Wielewaal,634,5243
Z23,Z68,Hillesluis,Zestienhoven,1055,9859
Z23,Z69,Hillesluis,Zevenkamp,966,14154
Z23,Z70,Hillesluis,Zuiderpark,391,3064
Z23,Z71,Hillesluis,Zuidplein,327,2392
Z23,Z72,Hillesluis,Zuidwijk,418,3256
Z24,Z00,Hoogvliet Noord,'s-Gravenland,1410,24646
Z24,Z01,Hoogvliet Noord,Afrikaanderwijk,1058,12685
Z24,Z02,Hoogvliet Noord,Agniesebuurt,1110,18104
Z24,Z03,Hoogvliet Noord,Bedrijvenpark Noord-West,924,14543
Z24,Z04,Hoogvliet Noord,Bergpolder,955,16730
Z24,Z05,Hoogvliet Noord,Beverwaard,1042,18553
Z24,Z06,Hoogvliet Noord,Blijdorp,961,16094
Z24,Z07,Hoogvliet Noord,Blijdorpsepolder,960,15436
Z24,Z08,Hoogvliet Noord,Bloemhof,1036,13296
Z24,Z09,Hoogvliet Noord,Bospolder,989,15379
Z24,Z10,Hoogvliet Noord,Carnisse,852,10480
Z24,Z11,Hoogvliet Noord,Charlois Zuidrand,653,8364
Z24,Z12,Hoogvliet Noord,Cool,1159,14063
Z24,Z13,Hoogvliet Noord,Cs Kwartier,1088,17244
Z24,Z14,Hoogvliet Noord,De Esch,1251,23133
Z24,Z15,Hoogvliet Noord,Delfshaven,1086,16523
Z24,Z16,Hoogvliet Noord,Dijkzigt,1067,13332
Z24,Z17,Hoogvliet Noord,Feijenoord,1242,17702
Z24,Z18,Hoogvliet Noord,Groot IJsselmonde,1059,17312
Z24,Z19,Hoogvliet Noord,Heijplaat,730,9101
Z24,Z20,Hoogvliet Noord,Het Lage Land,1359,25800
Z24,Z21,Hoogvliet Noord,Hillegersberg Noord,1252,20362
Z24,Z22,Hoogvliet Noord,Hillegersberg Zuid,1048,17872
Z24,Z23,Hoogvliet Noord,Hillesluis,1076,16369
Z24,Z24,Hoogvliet Noord,Hoogvliet Noord,160,0
Z24,Z25,Hoogvliet Noord,Hoogvliet Zuid,391,3116
Z24,Z26,Hoogvliet Noord,Katendrecht,1152,13544
Z24,Z27,Hoogvliet Noord,Kleinpolder,872,15301
Z24,Z28,Hoogvliet Noord,Kop van Zuid,1116,13589
Z24,Z29,Hoogvliet Noord,Kop van Zuid - Entrepot,1170,13856
Z24,Z30,Hoogvliet Noord,Kralingen Oost,1302,23643
Z24,Z31,Hoogvliet Noord,Kralingen West,1273,20762
Z24,Z32,Hoogvliet Noord,Kralingse Bos,1410,21443
Z24,Z33,Hoogvliet Noord,Kralingseveer,1230,23203
Z24,Z34,Hoogvliet Noord,Liskwartier,1038,17562
Z24,Z35,Hoogvliet Noord,Lombardijen,809,13836
Z24,Z36,Hoogvliet Noord,Middelland,1105,14065
Z24,Z37,Hoogvliet Noord,Molenlaankwartier,1360,21506
Z24,Z38,Hoogvliet Noord,Nesselande,1720,28356
Z24,Z39,Hoogvliet Noord,Nieuw Crooswijk,1132,19208
Z24,Z40,Hoogvliet Noord,Nieuwe Werk,1172,13972
Z24,Z41,Hoogvliet Noord,Nieuwe Westen,1028,15841
Z24,Z42,Hoogvliet Noord,Noord Kethel,996,14001
Z24,Z43,Hoogvliet Noord,Noordereiland,1243,14708
Z24,Z44,Hoogvliet Noord,Ommoord,1497,26142
Z24,Z45,Hoogvliet Noord,Oosterflank,1434,25094
Z24,Z46,Hoogvliet Noord,Oud Charlois,838,10633
Z24,Z47,Hoogvliet Noord,Oud Crooswijk,1162,19765
Z24,Z48,Hoogvliet Noord,Oud IJsselmonde,1112,20577
Z24,Z49,Hoogvliet Noord,Oud Mathenesse,807,13865
Z24,Z50,Hoogvliet Noord,Oude Noorden,1131,18308
Z24,Z51,Hoogvliet Noord,Oude Westen,1150,13895
Z24,Z52,Hoogvliet Noord,Overschie,1022,14992
Z24,Z53,Hoogvliet Noord,Pendrecht,707,9060
Z24,Z54,Hoogvliet Noord,Prinsenland,1415,25016
Z24,Z55,Hoogvliet Noord,Provenierswijk,1056,17684
Z24,Z56,Hoogvliet Noord,Rubroek,1252,18993
Z24,Z57,Hoogvliet Noord,Schiebroek,1271,20391
Z24,Z58,Hoogvliet Noord,Schiemond,1029,16165
Z24,Z59,Hoogvliet Noord,Schieveen,1206,19894
Z24,Z60,Hoogvliet Noord,Spangen,922,14761
Z24,Z61,Hoogvliet Noord,Stadsdriehoek,1213,14750
Z24,Z62,Hoogvliet Noord,Struisenburg,1296,16194
Z24,Z63,Hoogvliet Noord,Tarwewijk,907,11206
Z24,Z64,Hoogvliet Noord,Terbregge,1383,22619
Z24,Z65,Hoogvliet Noord,Tussendijken,939,14996
Z24,Z66,Hoogvliet Noord,Vreewijk,869,14552
Z24,Z67,Hoogvliet Noord,Wielewaal,892,10616
Z24,Z68,Hoogvliet Noord,Zestienhoven,1155,19148
Z24,Z69,Hoogvliet Noord,Zevenkamp,1449,25466
Z24,Z70,Hoogvliet Noord,Zuiderpark,826,10419
Z24,Z71,Hoogvliet Noord,Zuidplein,960,12226
Z24,Z72,Hoogvliet Noord,Zuidwijk,808,10441
Z25,Z00,Hoogvliet Zuid,'s-Gravenland,1554,25281
Z25,Z01,Hoogvliet Zuid,Afrikaanderwijk,1133,12759
Z25,Z02,Hoogvliet Zuid,Agniesebuurt,1355,20638
Z25,Z03,Hoogvliet Zuid,Bedrijvenpark Noord-West,1170,17038
Z25,Z04,Hoogvliet Zuid,Bergpolder,1170,19138
Z25,Z05,Hoogvliet Zuid,Beverwaard,1183,18797
Z25,Z06,Hoogvliet Zuid,Blijdorp,1205,18682
Z25,Z07,Hoogvliet Zuid,Blijdorpsepolder,1182,17825
Z25,Z08,Hoogvliet Zuid,Bloemhof,1139,12679
Z25,Z09,Hoogvliet Zuid,Bospolder,1218,17834
Z25,Z10,Hoogvliet Zuid,Carnisse,928,10472
Z25,Z11,Hoogvliet Zuid,Charlois Zuidrand,734,8356
Z25,Z12,Hoogvliet Zuid,Cool,1232,14056
Z25,Z13,Hoogvliet Zuid,Cs Kwartier,1288,14692
Z25,Z14,Hoogvliet Zuid,De Esch,1401,23435
Z25,Z15,Hoogvliet Zuid,Delfshaven,1207,13673
Z25,Z16,Hoogvliet Zuid,Dijkzigt,1163,13385
