ts,soort,lat,lon
2026-09-15T01:49+02:00,VehicleObstruction,51.895344,4.3764086
2026-09-15T01:49+02:00,VehicleObstruction,51.864826,4.494131
2026-09-15T01:49+02:00,ReroutingManagement,51.91966,4.3076773
2026-09-15T01:49+02:00,ReroutingManagement,51.837963,4.618822
2026-09-15T01:49+02:00,ReroutingManagement,51.858543,4.5923424
2026-09-15T01:49+02:00,VehicleObstruction,51.893353,4.3782353
2026-09-15T01:49+02:00,ReroutingManagement,51.862244,4.4689913
2026-09-15T01:49+02:00,VehicleObstruction,51.86457,4.493822
2026-09-15T01:49+02:00,ReroutingManagement,51.952713,4.5428696
2026-09-15T01:49+02:00,VehicleObstruction,51.87471,4.4309998
2026-09-15T01:49+02:00,VehicleObstruction,51.871864,4.5762143
2026-09-15T01:49+02:00,VehicleObstruction,51.86385,4.487313
2026-09-15T01:49+02:00,VehicleObstruction,51.96949,4.4605055
2026-09-15T01:49+02:00,ReroutingManagement,51.86209,4.473713
2026-09-15T01:49+02:00,ReroutingManagement,51.8982,4.5477395
2026-09-15T01:49+02:00,ReroutingManagement,51.87572,4.367014
2026-09-15T02:49+02:00,VehicleObstruction,51.895344,4.3764086
2026-09-15T02:49+02:00,VehicleObstruction,51.864826,4.494131
2026-09-15T02:49+02:00,ReroutingManagement,51.91966,4.3076773
2026-09-15T02:49+02:00,ReroutingManagement,51.837963,4.618822
2026-09-15T02:49+02:00,ReroutingManagement,51.858543,4.5923424
2026-09-15T02:49+02:00,VehicleObstruction,51.893353,4.3782353
2026-09-15T02:49+02:00,ReroutingManagement,51.862244,4.4689913
2026-09-15T02:49+02:00,VehicleObstruction,51.86457,4.493822
2026-09-15T02:49+02:00,ReroutingManagement,51.952713,4.5428696
2026-09-15T02:49+02:00,Brugopening,51.871284,4.331145
2026-09-15T02:49+02:00,VehicleObstruction,51.871864,4.5762143
2026-09-15T02:49+02:00,VehicleObstruction,51.86385,4.487313
2026-09-15T02:49+02:00,ReroutingManagement,51.86209,4.473713
2026-09-15T02:49+02:00,ReroutingManagement,51.8982,4.5477395
2026-09-15T02:49+02:00,Brugopening,51.859573,4.340096
2026-09-15T02:49+02:00,ReroutingManagement,51.87572,4.367014
2026-09-15T03:49+02:00,VehicleObstruction,51.895344,4.3764086
2026-09-15T03:49+02:00,VehicleObstruction,51.864826,4.494131
2026-09-15T03:49+02:00,ReroutingManagement,51.91966,4.3076773
2026-09-15T03:49+02:00,ReroutingManagement,51.837963,4.618822
2026-09-15T03:49+02:00,VehicleObstruction,51.864697,4.494836
2026-09-15T03:49+02:00,ReroutingManagement,51.858543,4.5923424
2026-09-15T03:49+02:00,VehicleObstruction,51.893353,4.3782353
2026-09-15T03:49+02:00,ReroutingManagement,51.862244,4.4689913
2026-09-15T03:49+02:00,VehicleObstruction,51.86457,4.493822
2026-09-15T03:49+02:00,ReroutingManagement,51.952713,4.5428696
2026-09-15T03:49+02:00,VehicleObstruction,51.871864,4.5762143
2026-09-15T03:49+02:00,VehicleObstruction,51.86385,4.487313
2026-09-15T03:49+02:00,ReroutingManagement,51.86209,4.473713
2026-09-15T03:49+02:00,ReroutingManagement,51.8982,4.5477395
2026-09-15T03:49+02:00,ReroutingManagement,51.87572,4.367014
2026-09-15T04:49+02:00,VehicleObstruction,51.895344,4.3764086
2026-09-15T04:49+02:00,ReroutingManagement,51.91966,4.3076773
2026-09-15T04:49+02:00,ReroutingManagement,51.837963,4.618822
2026-09-15T04:49+02:00,ReroutingManagement,51.858543,4.5923424
2026-09-15T04:49+02:00,VehicleObstruction,51.893353,4.3782353
2026-09-15T04:49+02:00,VehicleObstruction,51.871864,4.5762143
